DISTRICT,Type,A24,A5P,MH,SFA,SFD,GQ
13045910200,Rural,0,0,0,0,0,0
13015960801,Town,0,0,0,0,0,0
13045910300,Metropolitan,0,411.2,0,428.8,5883.2,0
13045910300,Rural,0,0,0,0,0,0
13045910400,Metropolitan,0,5206.4,0,0,2395.2,0
13015960802,Town,0,0,0,0,0,0
13045910400,Rural,0,0,0,0,0,0
13045910501,Metropolitan,0,1548.8,0,0,1592,0
13045910501,Rural,0,0,0,0,0,0
13015960803,Town,0,0,0,0,0,0
13045910502,Metropolitan,0,900.8,0,0,1800,0
13045910502,Rural,0,0,0,0,0,0
13015960901,Town,0,0,0,0,0,0
13045910600,Metropolitan,0,0,0,184,2356.8,0
13045910600,Rural,0,0,0,0,0,0
13045910701,Metropolitan,0,4984,0,659.2,3217.6,0
13015960902,Town,0,0,0,0,0,0
13045910701,Rural,0,0,0,0,0,0
13045910702,Metropolitan,0,1539.2,0,0,782.4,0
13045910702,Rural,0,0,0,0,0,0
13015961000,Town,0,0,0,0,0,0
13045910703,Metropolitan,0,3462.4,0,0,3456,0
13045910703,Rural,0,0,0,0,0,0
13045910101,Town,0,0,0,0,0,0
13045910800,Metropolitan,0,131.2,0,267.2,1820.8,0
13045910800,Rural,0,0,0,0,0,0
13045910900,Metropolitan,0,4678.4,0,0,5420.8,0
13045910103,Town,0,0,0,0,0,0
13045910900,Rural,0,0,0,0,0,0
13045911000,Metropolitan,0,1964.8,0,0,2112,0
13045911000,Rural,0,0,0,0,0,0
13045910104,Town,0,0,0,0,0,0
13045911100,Metropolitan,0,5270.4,0,472,7078.4,0
13045911100,Rural,0,0,0,0,0,0
13045910200,Town,0,0,0,0,0,0
13045911200,Metropolitan,0,276.8,0,323.2,5892.8,0
13045911200,Rural,0,0,0,0,0,0
13057090100,Metropolitan,0,1846.4,0,678.4,5300.8,0
13045910300,Town,0,0,0,0,0,0
13057090100,Rural,0,0,0,0,0,0
13057090200,Metropolitan,0,5153.6,0,0,6033.6,0
13057090200,Rural,0,0,0,0,0,0
13045910400,Town,0,0,0,0,0,0
13057090300,Metropolitan,0,11734.4,208,1680,11584,0
13057090300,Rural,0,0,0,0,0,0
13045910501,Town,0,0,0,0,0,0
13057090400,Metropolitan,0,3628.8,0,0,2353.6,0
13057090400,Rural,0,0,0,0,0,0
13057090501,Metropolitan,0,11043.2,0,89.6,6176,0
13045910502,Town,0,0,0,0,0,0
13057090501,Rural,0,0,0,0,0,0
13057090502,Metropolitan,0,4321.6,0,126.4,5484.8,0
13057090502,Rural,0,0,0,0,0,0
13045910600,Town,0,0,0,0,0,0
13057090601,Metropolitan,0,1140.8,0,169.6,2828.8,0
13057090601,Rural,0,0,0,0,0,0
13045910701,Town,0,0,0,0,0,0
13057090602,Metropolitan,0,1020.8,0,0,3873.6,0
13057090602,Rural,0,0,0,0,0,0
13057090701,Metropolitan,0,2724.8,0,1945.6,8620.8,0
13045910702,Town,0,0,0,0,0,0
13057090701,Rural,0,0,0,0,0,0
13057090702,Metropolitan,0,4328,0,273.6,3275.2,0
13057090702,Rural,0,0,0,0,0,0
13045910703,Town,0,0,0,0,0,0
13057090802,Metropolitan,0,184,0,0,2240,0
13057090802,Rural,0,0,0,0,0,0
13045910800,Town,0,0,0,0,0,0
13057090803,Metropolitan,0,0,0,0,1329.6,0
13057090803,Rural,0,0,0,0,0,0
13057090804,Metropolitan,0,0,0,0,755.2,0
13045910900,Town,0,0,0,0,0,0
13057090804,Rural,0,0,0,0,0,0
13057090901,Metropolitan,0,1777.6,0,380.8,2996.8,0
13057090901,Rural,0,0,0,0,0,0
13045911000,Town,0,0,0,0,0,0
13057090902,Metropolitan,0,745.6,0,1081.6,3022.4,0
13057090902,Rural,0,0,0,0,0,0
13045911100,Town,0,0,0,0,0,0
13057090904,Metropolitan,0,1747.2,0,968,1345.6,0
13057090904,Rural,0,0,0,0,0,0
13057090905,Metropolitan,0,0,0,0,838.4,0
13045911200,Town,0,0,0,0,0,0
13057090905,Rural,0,0,0,0,0,0
13057091001,Metropolitan,0,2995.2,0,200,1662.4,0
13057091001,Rural,0,0,0,0,0,0
13057090100,Town,0,0,0,0,0,0
13057091003,Metropolitan,0,2200,0,812.8,217.6,0
13057091003,Rural,0,0,0,0,0,0
13057090200,Town,0,0,0,0,0,0
13057091005,Metropolitan,0,3483.2,0,140.8,539.2,0
13057091005,Rural,0,0,0,0,0,0
13057091006,Metropolitan,0,0,0,0,156.8,0
13057090300,Town,0,0,0,0,0,0
13057091006,Rural,0,0,0,0,0,0
13057091007,Metropolitan,0,0,0,0,3627.2,0
13057091007,Rural,0,0,0,0,0,0
13057090400,Town,0,0,0,0,0,0
13057091008,Metropolitan,0,0,0,0,2886.4,0
13057091008,Rural,0,0,0,0,0,0
13057090501,Town,0,0,0,0,0,0
13057091101,Metropolitan,0,0,0,566.4,1163.2,0
13057091101,Rural,0,0,0,0,0,0
13057091102,Metropolitan,0,446.4,0,0,2088,0
13057090502,Town,0,0,0,0,0,0
13057091102,Rural,0,0,0,0,0,0
13057091103,Metropolitan,0,806.4,0,0,1780.8,0
13057091103,Rural,0,0,0,0,0,0
13057090601,Town,0,0,0,0,0,0
13063040202,Metropolitan,0,0,0,0,1814.4,0
13063040202,Rural,0,0,0,0,0,0
13057090602,Town,0,0,0,0,0,0
13063040203,Metropolitan,0,0,0,0,2403.2,0
13063040203,Rural,0,0,0,0,0,0
13063040204,Metropolitan,0,0,0,0,0,0
13057090701,Town,0,0,0,0,0,0
13063040204,Rural,0,0,0,0,0,0
13063040302,Metropolitan,0,0,0,0,0,0
13063040302,Rural,0,0,0,0,0,0
13057090702,Town,0,0,0,0,0,0
13063040303,Metropolitan,0,542.4,0,297.6,1761.6,0
13063040303,Rural,0,0,0,0,0,0
13057090802,Town,0,0,0,0,0,0
13063040306,Metropolitan,0,128,0,0,307.2,0
13063040306,Rural,0,0,0,0,0,0
13063040307,Metropolitan,0,990.4,0,0,307.2,0
13057090803,Town,0,0,0,0,0,0
13063040307,Rural,0,0,0,0,0,0
13063040308,Metropolitan,0,1172.8,0,0,2246.4,0
13063040308,Rural,0,0,0,0,0,0
13057090804,Town,0,0,0,0,0,0
13063040407,Metropolitan,0,0,0,0,760,0
13063040407,Rural,0,0,0,0,0,0
13057090901,Town,0,0,0,0,0,0
13063040408,Metropolitan,0,0,0,625.6,5915.2,0
13063040408,Rural,0,0,0,0,0,0
13063040409,Metropolitan,0,0,0,0,4100.8,0
13057090902,Town,0,0,0,0,0,0
13063040409,Rural,0,0,0,0,0,0
13063040410,Metropolitan,0,873.6,0,1124.8,2025.6,0
13063040410,Rural,0,0,0,0,0,0
13057090904,Town,0,0,0,0,0,0
13063040411,Metropolitan,0,984,0,726.4,731.2,0
13063040411,Rural,0,0,0,0,0,0
13057090905,Town,0,0,0,0,0,0
13063040412,Metropolitan,0,0,0,0,3363.2,0
13063040412,Rural,0,0,0,0,0,0
13063040413,Metropolitan,0,0,0,0,718.4,0
13057091001,Town,0,0,0,0,0,0
13063040413,Rural,0,0,0,0,0,0
13063040414,Metropolitan,0,852.8,0,0,755.2,0
13063040414,Rural,0,0,0,0,0,0
13057091003,Town,0,0,0,0,0,0
13063040415,Metropolitan,0,0,0,0,2470.4,0
13063040415,Rural,0,0,0,0,0,0
13057091005,Town,0,0,0,0,0,0
13063040416,Metropolitan,0,0,0,580.8,3412.8,0
13063040416,Rural,0,0,0,0,0,0
13063040417,Metropolitan,0,0,0,0,1564.8,0
13057091006,Town,0,0,0,0,0,0
13063040417,Rural,0,0,0,0,0,0
13063040509,Metropolitan,0,0,0,0,193.6,0
13063040509,Rural,0,0,0,0,0,0
13057091007,Town,0,0,0,0,0,0
13063040510,Metropolitan,0,566.4,0,0,1819.2,0
13063040510,Rural,0,0,0,0,0,0
13057091008,Town,0,0,0,0,0,0
13063040512,Metropolitan,0,0,0,288,1912,0
13063040512,Rural,0,0,0,0,0,0
13063040513,Metropolitan,0,0,0,0,4353.6,0
13057091101,Town,0,0,0,0,0,0
13063040513,Rural,0,0,0,0,0,0
13063040514,Metropolitan,0,0,0,0,1577.6,0
13063040514,Rural,0,0,0,0,0,0
13057091102,Town,0,0,0,0,0,0
13063040515,Metropolitan,0,700.8,0,0,1705.6,0
13063040515,Rural,0,0,0,0,0,0
13057091103,Town,0,0,0,0,0,0
13063040516,Metropolitan,0,516.8,0,0,3513.6,0
13063040516,Rural,0,0,0,0,0,0
13063040518,Metropolitan,0,0,0,140.8,1542.4,0
13063040202,Town,0,0,0,0,0,0
13063040518,Rural,0,0,0,0,0,0
13063040519,Metropolitan,0,0,0,0,0,0
13063040519,Rural,0,0,0,0,0,0
13063040203,Town,0,0,0,0,0,0
13063040520,Metropolitan,0,0,0,532.8,2849.6,0
13063040520,Rural,0,0,0,0,0,0
13063040204,Town,0,0,0,0,0,0
13063040521,Metropolitan,0,0,0,0,0,0
13063040521,Rural,0,0,0,0,0,0
13063040522,Metropolitan,0,0,0,0,1705.6,0
13063040302,Town,0,0,0,0,0,0
13063040522,Rural,0,0,0,0,0,0
13063040523,Metropolitan,0,0,0,0,0,0
13063040523,Rural,0,0,0,0,0,0
13063040303,Town,0,0,0,0,0,0
13063040524,Metropolitan,0,590.4,0,475.2,3320,0
13063040524,Rural,0,0,0,0,0,0
13063040306,Town,0,0,0,0,0,0
13063040525,Metropolitan,0,0,0,0,0,0
13063040525,Rural,0,0,0,0,0,0
13063040526,Metropolitan,0,1092.8,0,364.8,856,0
13063040307,Town,0,0,0,0,0,0
13063040526,Rural,0,0,0,0,0,0
13063040606,Metropolitan,0,220.8,0,0,2107.2,0
13063040606,Rural,0,0,0,0,0,0
13063040308,Town,0,0,0,0,0,0
13063040608,Metropolitan,0,0,0,0,3134.4,0
13063040608,Rural,0,0,0,0,0,0
13063040407,Town,0,0,0,0,0,0
13063040609,Metropolitan,0,0,0,0,0,0
13063040609,Rural,0,0,0,0,0,0
13063040611,Metropolitan,0,0,0,0,1708.8,0
13063040408,Town,0,0,0,0,0,0
13063040611,Rural,0,0,0,0,0,0
13063040612,Metropolitan,0,366.4,0,0,3265.6,0
13063040612,Rural,0,0,0,0,0,0
13063040409,Town,0,0,0,0,0,0
13063040613,Metropolitan,0,0,0,0,1286.4,0
13063040613,Rural,0,0,0,0,0,0
13063040410,Town,0,0,0,0,0,0
13063040614,Metropolitan,0,0,0,0,0,0
13063040614,Rural,0,0,0,0,0,0
13063040615,Metropolitan,0,0,0,0,0,0
13063040411,Town,0,0,0,0,0,0
13063040615,Rural,0,0,0,0,0,0
13063040616,Metropolitan,0,0,0,0,2268.8,0
13063040616,Rural,0,0,0,0,0,0
13063040412,Town,0,0,0,0,0,0
13063040617,Metropolitan,0,0,0,0,0,0
13063040617,Rural,0,0,0,0,0,0
13063040413,Town,0,0,0,0,0,0
13063040619,Metropolitan,0,0,0,0,0,0
13063040619,Rural,0,0,0,0,0,0
13063040620,Metropolitan,0,0,0,0,683.2,0
13063040414,Town,0,0,0,0,0,0
13063040620,Rural,0,0,0,0,0,0
13063040621,Metropolitan,0,0,0,0,828.8,0
13063040621,Rural,0,0,0,0,0,0
13063040415,Town,0,0,0,0,0,0
13063040622,Metropolitan,0,0,0,0,0,0
13063040622,Rural,0,0,0,0,0,0
13063040416,Town,0,0,0,0,0,0
13063980000,Metropolitan,0,0,0,0,1078.4,0
13063980000,Rural,0,0,0,0,0,0
13067030101,Metropolitan,0,0,0,182.4,2064,0
13063040417,Town,0,0,0,0,0,0
13067030101,Rural,0,0,0,0,0,0
13067030103,Metropolitan,0,0,0,155.2,14196.8,0
13067030103,Rural,0,0,0,0,0,0
13063040509,Town,0,0,0,0,0,0
13067030104,Metropolitan,0,156.8,0,0,193.6,0
13067030104,Rural,0,0,0,0,0,0
13063040510,Town,0,0,0,0,0,0
13067030106,Metropolitan,0,0,0,0,747.2,0
13067030106,Rural,0,0,0,0,0,0
13067030107,Metropolitan,0,0,0,0,0,0
13063040512,Town,0,0,0,0,0,0
13067030107,Rural,0,0,0,0,0,0
13067030209,Metropolitan,0,440,0,0,2691.2,0
13067030209,Rural,0,0,0,0,0,0
13063040513,Town,0,0,0,0,0,0
13067030214,Metropolitan,0,0,0,0,2427.2,0
13067030214,Rural,0,0,0,0,0,0
13063040514,Town,0,0,0,0,0,0
13067030215,Metropolitan,0,804.8,0,0,0,0
13067030215,Rural,0,0,0,0,0,0
13067030218,Metropolitan,0,110.4,0,0,1862.4,0
13063040515,Town,0,0,0,0,0,0
13067030218,Rural,0,0,0,0,0,0
13067030219,Metropolitan,0,0,0,0,2564.8,0
13067030219,Rural,0,0,0,0,0,0
13063040516,Town,0,0,0,0,0,0
13067030220,Metropolitan,0,0,0,584,2702.4,0
13067030220,Rural,0,0,0,0,0,0
13063040518,Town,0,0,0,0,0,0
13067030222,Metropolitan,0,0,0,0,2144,0
13067030222,Rural,0,0,0,0,0,0
13067030223,Metropolitan,0,316.8,0,0,1369.6,0
13063040519,Town,0,0,0,0,0,0
13067030223,Rural,0,0,0,0,0,0
13067030224,Metropolitan,0,0,0,0,0,0
13067030224,Rural,0,0,0,0,0,0
13063040520,Town,0,0,0,0,0,0
13067030226,Metropolitan,0,1604.8,0,0,0,0
13067030226,Rural,0,0,0,0,0,0
13063040521,Town,0,0,0,0,0,0
13067030227,Metropolitan,0,1235.2,0,0,1811.2,0
13067030227,Rural,0,0,0,0,0,0
13067030228,Metropolitan,0,220.8,0,0,5286.4,0
13063040522,Town,0,0,0,0,0,0
13067030228,Rural,0,0,0,0,0,0
13067030229,Metropolitan,0,1420.8,0,396.8,5612.8,0
13067030229,Rural,0,0,0,0,0,0
13063040523,Town,0,0,0,0,0,0
13067030230,Metropolitan,0,1051.2,0,0,3612.8,0
13067030230,Rural,0,0,0,0,0,0
13063040524,Town,0,0,0,0,0,0
13067030231,Metropolitan,0,273.6,0,380.8,11419.2,0
13067030231,Rural,0,0,0,0,0,0
13067030232,Metropolitan,0,0,0,0,1819.2,0
13063040525,Town,0,0,0,0,0,0
13067030232,Rural,0,0,0,0,0,0
13067030233,Metropolitan,0,0,0,276.8,2206.4,0
13067030233,Rural,0,0,0,0,0,0
13063040526,Town,0,0,0,0,0,0
13067030234,Metropolitan,0,0,0,0,4200,0
13067030234,Rural,0,0,0,0,0,0
13063040606,Town,0,0,0,0,0,0
13067030235,Metropolitan,0,0,0,364.8,3089.6,0
13067030235,Rural,0,0,0,0,0,0
13067030236,Metropolitan,0,0,0,0,1528,0
13063040608,Town,0,0,0,0,0,0
13067030236,Rural,0,0,0,0,0,0
13067030238,Metropolitan,0,0,0,0,1520,0
13067030238,Rural,0,0,0,0,0,0
13063040609,Town,0,0,0,0,0,0
13067030239,Metropolitan,0,398.4,0,731.2,4635.2,0
13067030239,Rural,0,0,0,0,0,0
13063040611,Town,0,0,0,0,0,0
13067030310,Metropolitan,0,0,0,600,1171.2,0
13067030310,Rural,0,0,0,0,0,0
13067030311,Metropolitan,0,0,0,0,0,0
13063040612,Town,0,0,0,0,0,0
13067030311,Rural,0,0,0,0,0,0
13067030312,Metropolitan,0,1193.6,0,0,1564.8,0
13067030312,Rural,0,0,0,0,0,0
13063040613,Town,0,0,0,0,0,0
13067030313,Metropolitan,0,0,0,0,3524.8,0
13067030313,Rural,0,0,0,0,0,0
13063040614,Town,0,0,0,0,0,0
13067030314,Metropolitan,0,617.6,0,0,1654.4,0
13067030314,Rural,0,0,0,0,0,0
13067030318,Metropolitan,0,0,0,0,2760,0
13063040615,Town,0,0,0,0,0,0
13067030318,Rural,0,0,0,0,0,0
13067030319,Metropolitan,0,0,0,0,0,0
13067030319,Rural,0,0,0,0,0,0
13063040616,Town,0,0,0,0,0,0
13067030320,Metropolitan,0,0,0,0,433.6,0
13067030320,Rural,0,0,0,0,0,0
13063040617,Town,0,0,0,0,0,0
13067030322,Metropolitan,0,0,0,0,195.2,0
13067030322,Rural,0,0,0,0,0,0
13067030324,Metropolitan,0,0,0,0,0,0
13063040619,Town,0,0,0,0,0,0
13067030324,Rural,0,0,0,0,0,0
13067030326,Metropolitan,0,0,0,0,0,0
13067030326,Rural,0,0,0,0,0,0
13063040620,Town,0,0,0,0,0,0
13067030327,Metropolitan,0,0,0,0,0,0
13067030327,Rural,0,0,0,0,0,0
13063040621,Town,0,0,0,0,0,0
13067030328,Metropolitan,0,0,0,281.6,1044.8,0
13067030328,Rural,0,0,0,0,0,0
13067030329,Metropolitan,0,0,0,0,281.6,0
13063040622,Town,0,0,0,0,0,0
13067030329,Rural,0,0,0,0,0,0
13067030330,Metropolitan,0,2995.2,0,0,3252.8,0
13067030330,Rural,0,0,0,0,0,0
13063980000,Town,0,0,0,0,0,0
13067030331,Metropolitan,0,0,0,305.6,0,0
13067030331,Rural,0,0,0,0,0,0
13067030101,Town,0,0,0,0,0,0
13067030332,Metropolitan,0,0,0,0,0,0
13067030332,Rural,0,0,0,0,0,0
13067030333,Metropolitan,0,0,0,0,1019.2,0
13067030103,Town,0,0,0,0,0,0
13067030333,Rural,0,0,0,0,0,0
13067030334,Metropolitan,0,0,0,0,478.4,0
13067030334,Rural,0,0,0,0,0,0
13067030104,Town,0,0,0,0,0,0
13067030335,Metropolitan,0,0,0,0,1425.6,0
13067030335,Rural,0,0,0,0,0,0
13067030106,Town,0,0,0,0,0,0
13067030336,Metropolitan,0,0,0,561.6,361.6,0
13067030336,Rural,0,0,0,0,0,0
13067030337,Metropolitan,0,0,0,0,192,0
13067030107,Town,0,0,0,0,0,0
13067030337,Rural,0,0,0,0,0,0
13067030339,Metropolitan,0,0,0,0,1414.4,0
13067030339,Rural,0,0,0,0,0,0
13067030209,Town,0,0,0,0,0,0
13067030340,Metropolitan,0,0,0,0,497.6,0
13067030340,Rural,0,0,0,0,0,0
13067030214,Town,0,0,0,0,0,0
13067030341,Metropolitan,0,0,0,0,0,0
13067030341,Rural,0,0,0,0,0,0
13067030342,Metropolitan,0,0,0,0,0,0
13067030215,Town,0,0,0,0,0,0
13067030342,Rural,0,0,0,0,0,0
13067030343,Metropolitan,0,0,0,0,430.4,0
13067030343,Rural,0,0,0,0,0,0
13067030218,Town,0,0,0,0,0,0
13067030344,Metropolitan,0,0,0,0,99.2,0
13067030344,Rural,0,0,0,0,0,0
13067030219,Town,0,0,0,0,0,0
13067030345,Metropolitan,0,0,0,0,187.2,0
13067030345,Rural,0,0,0,0,0,0
13067030405,Metropolitan,0,0,0,0,526.4,0
13067030220,Town,0,0,0,0,0,0
13067030405,Rural,0,0,0,0,0,0
13067030407,Metropolitan,0,0,0,0,0,0
13067030407,Rural,0,0,0,0,0,0
13067030222,Town,0,0,0,0,0,0
13067030408,Metropolitan,0,0,0,200,0,0
13067030408,Rural,0,0,0,0,0,0
13067030223,Town,0,0,0,0,0,0
13067030409,Metropolitan,0,0,0,0,0,0
13067030409,Rural,0,0,0,0,0,0
13067030410,Metropolitan,0,0,0,0,470.4,0
13067030224,Town,0,0,0,0,0,0
13067030410,Rural,0,0,0,0,0,0
13067030411,Metropolitan,0,0,0,566.4,2190.4,0
13067030411,Rural,0,0,0,0,0,0
13067030226,Town,0,0,0,0,0,0
13067030412,Metropolitan,0,0,0,0,2595.2,0
13067030412,Rural,0,0,0,0,0,0
13067030227,Town,0,0,0,0,0,0
13067030413,Metropolitan,0,804.8,0,0,1571.2,0
13067030413,Rural,0,0,0,0,0,0
13067030414,Metropolitan,0,840,0,249.6,987.2,0
13067030228,Town,0,0,0,0,0,0
13067030414,Rural,0,0,0,0,0,0
13067030502,Metropolitan,0,921.6,0,0,2432,0
13067030502,Rural,0,0,0,0,0,0
13067030229,Town,0,0,0,0,0,0
13067030504,Metropolitan,0,219.2,0,208,3984,0
13067030504,Rural,0,0,0,0,0,0
13067030230,Town,0,0,0,0,0,0
13067030505,Metropolitan,0,0,0,566.4,1473.6,0
13067030505,Rural,0,0,0,0,0,0
13067030506,Metropolitan,0,1134.4,0,0,347.2,0
13067030231,Town,0,0,0,0,0,0
13067030506,Rural,0,0,0,0,0,0
13067030507,Metropolitan,0,0,0,0,0,0
13067030507,Rural,0,0,0,0,0,0
13067030232,Town,0,0,0,0,0,0
13067030601,Metropolitan,0,2928,0,542.4,2168,0
13067030601,Rural,0,0,0,0,0,0
13067030233,Town,0,0,0,0,0,0
13067030602,Metropolitan,0,0,0,0,0,0
13067030602,Rural,0,0,0,0,0,0
13067030700,Metropolitan,0,0,0,0,1494.4,0
13067030234,Town,0,0,0,0,0,0
13067030700,Rural,0,0,0,0,0,0
13067030800,Metropolitan,0,2388.8,280,331.2,5126.4,0
13067030800,Rural,0,0,0,0,0,0
13067030235,Town,0,0,0,0,0,0
13067030901,Metropolitan,0,182.4,0,0,97.6,0
13067030901,Rural,0,0,0,0,0,0
13067030236,Town,0,0,0,0,0,0
13067030902,Metropolitan,0,0,0,0,520,0
13067030902,Rural,0,0,0,0,0,0
13067030904,Metropolitan,0,0,0,0,0,0
13067030238,Town,0,0,0,0,0,0
13067030904,Rural,0,0,0,0,0,0
13067030905,Metropolitan,0,0,0,171.2,2457.6,0
13067030905,Rural,0,0,0,0,0,0
13067030239,Town,0,0,0,0,0,0
13067031001,Metropolitan,0,0,0,0,1320,0
13067031001,Rural,0,0,0,0,0,0
13067030310,Town,0,0,0,0,0,0
13067031002,Metropolitan,0,0,0,0,1025.6,0
13067031002,Rural,0,0,0,0,0,0
13067031004,Metropolitan,0,3076.8,0,499.2,3115.2,0
13067030311,Town,0,0,0,0,0,0
13067031004,Rural,0,0,0,0,0,0
13067031005,Metropolitan,0,380.8,0,0,921.6,0
13067031005,Rural,0,0,0,0,0,0
13067030312,Town,0,0,0,0,0,0
13067031101,Metropolitan,0,708.8,0,0,604.8,0
13067031101,Rural,0,0,0,0,0,0
13067030313,Town,0,0,0,0,0,0
13067031106,Metropolitan,0,892.8,0,780.8,11614.4,0
13067031106,Rural,0,0,0,0,0,0
13067031108,Metropolitan,0,0,0,0,0,0
13067030314,Town,0,0,0,0,0,0
13067031108,Rural,0,0,0,0,0,0
13067031110,Metropolitan,0,828.8,0,0,2012.8,0
13067031110,Rural,0,0,0,0,0,0
13067030318,Town,0,0,0,0,0,0
13067031111,Metropolitan,0,0,0,0,1201.6,0
13067031111,Rural,0,0,0,0,0,0
13067030319,Town,0,0,0,0,0,0
13067031112,Metropolitan,0,1107.2,0,0,843.2,0
13067031112,Rural,0,0,0,0,0,0
13067031113,Metropolitan,0,862.4,0,707.2,6067.2,0
13067030320,Town,0,0,0,0,0,0
13067031113,Rural,0,0,0,0,0,0
13067031114,Metropolitan,0,1652.8,0,0,4035.2,0
13067031114,Rural,0,0,0,0,0,0
13067030322,Town,0,0,0,0,0,0
13067031115,Metropolitan,0,969.6,0,0,0,0
13067031115,Rural,0,0,0,0,0,0
13067030324,Town,0,0,0,0,0,0
13067031116,Metropolitan,0,0,0,0,2350.4,0
13067031116,Rural,0,0,0,0,0,0
13067031117,Metropolitan,0,1160,0,0,5152,0
13067030326,Town,0,0,0,0,0,0
13067031117,Rural,0,0,0,0,0,0
13067031118,Metropolitan,0,0,0,0,6676.8,0
13067031118,Rural,0,0,0,0,0,0
